ID,연도,성별,연령,학력,혼인상태,거주지역,직업,주업,직장지위,주5일근무제실시여부,차량보유여부,개인소득,소득분위,관광휴양여부,여행유형,월,계절,여행일수(박),여행총경비,지출비용포함인원수,1인지출비용,개인휴가사용여부,지역코드,시,숙박시설,여행활동1,여행활동2,여행활동3,여행활동4,여행활동5,주요이동교통수단,여행지선택이유_1순위,여행지선택이유_2순위,만족도_자연경관,만족도_문화유산,만족도_교통,만족도_식당및음식,만족도_쇼핑,만족도_관광정보및안내시설,만족도_관광지편의시설,만족도_지역관광종사자의친절성,만족도_체험프로그램,만족도_관광지물가,만족도_관광지혼잡도,전반적만족도,재방문의도,타인추천의도,총만족도
123,2021,2,3,4,1,3,1,3,1,1,1,3,3,Y,4,10,3,0,100000,1,100000,0,16,경상남도,0,Y,Y,N,N,N,1,1,5,5,9,3,5,9,5,4,4,9,4,4,4,4,4,만족
124,2021,1,5,4,1,3,1,7,1,2,1,4,3,N,5,7,2,0,45000,1,45000,0,15,경상북도,0,Y,Y,N,N,N,1,5,1,5,4,4,5,9,4,4,4,9,3,4,5,4,4,매우만족
125,2021,1,5,3,4,3,3,5,3,2,1,5,3,N,5,4,1,0,100000,1,100000,0,15,경상북도,0,Y,Y,N,N,N,1,5,2,5,9,5,4,9,4,4,4,9,3,4,5,5,4,매우만족
126,2021,1,5,3,2,3,2,4,2,2,1,7,4,Y,4,8,2,0,299997,3,99999,0,15,경상북도,0,N,Y,N,N,N,1,7,8,4,9,4,4,5,5,4,4,9,2,3,4,4,4,만족
127,2021,1,6,2,2,3,1,8,1,2,1,3,2,Y,4,11,3,0,70000,2,35000,0,15,경상북도,0,Y,N,N,N,N,11,2,14,4,9,5,4,9,3,4,4,9,4,4,4,4,3,만족
128,2021,1,4,4,1,3,1,4,1,1,1,4,3,Y,4,12,4,0,200000,2,100000,0,9,경기도,0,N,N,Y,Y,N,1,1,2,4,4,2,4,9,5,4,4,9,2,3,4,4,4,만족
129,2021,1,6,3,2,3,3,8,3,1,1,2,2,Y,4,3,1,0,24000,1,24000,0,15,경상북도,0,Y,N,N,N,N,1,9,2,4,9,4,4,9,4,4,4,9,3,5,3,3,3,보통
130,2021,2,4,4,2,4,1,3,1,1,1,4,4,N,1,1,4,0,609999,3,203333,0,9,경기도,0,N,Y,N,N,N,1,7,4,9,9,4,4,4,4,4,9,9,9,9,4,4,4,만족
131,2021,2,5,3,2,4,2,4,2,2,1,3,3,Y,4,4,1,0,145000,1,145000,0,1,서울특별시,0,N,Y,N,N,N,1,7,9,9,9,4,4,4,5,4,4,9,4,4,4,4,4,만족
132,2021,1,3,4,1,4,1,3,1,1,1,4,3,N,5,5,1,0,30000,1,30000,0,1,서울특별시,0,Y,Y,N,N,N,1,15,0,9,9,4,5,9,9,9,9,9,9,4,4,4,4,만족
133,2021,2,5,3,2,4,1,4,1,1,1,3,3,N,5,6,2,0,20000,1,20000,0,1,서울특별시,0,Y,N,N,N,N,1,5,14,4,5,4,4,9,4,4,4,5,4,4,4,4,4,만족
134,2021,1,2,4,1,4,1,4,1,1,1,3,4,N,1,6,2,2,500000,1,500000,0,2,부산광역시,5,Y,Y,N,Y,N,6,2,1,5,4,3,5,3,4,4,4,9,3,4,4,4,4,만족
135,2021,1,4,4,2,4,1,4,1,1,1,4,2,Y,4,6,2,2,4000000,8,500000,0,17,제주특별자치도,7,Y,Y,N,Y,Y,3,6,13,5,5,4,4,3,4,4,3,4,3,4,4,4,4,만족
136,2021,1,4,4,2,4,1,3,1,1,1,4,3,N,5,3,1,0,50000,1,50000,0,1,서울특별시,0,Y,Y,N,Y,N,1,1,6,5,5,3,4,3,4,4,3,3,3,4,4,4,4,만족
137,2021,1,2,4,1,4,1,3,1,1,1,3,3,N,3,5,1,0,20000,1,20000,0,1,서울특별시,0,Y,Y,N,N,N,1,2,4,5,5,4,5,5,5,4,4,9,4,4,4,4,4,만족
138,2021,2,2,4,1,4,1,3,1,1,1,2,3,Y,4,7,2,0,30000,1,30000,0,1,서울특별시,0,N,N,N,N,N,1,15,0,9,5,4,4,9,5,5,4,9,4,4,4,4,4,만족
139,2021,1,5,3,2,4,1,4,1,1,1,3,2,N,5,7,2,0,20000,1,20000,0,1,서울특별시,0,N,Y,Y,N,N,1,4,3,4,9,3,4,9,4,4,4,4,3,4,4,4,4,만족
140,2021,1,4,3,2,4,3,7,3,2,1,4,2,N,2,6,2,2,106668,1,106668,1,12,충청남도,12,Y,Y,N,Y,N,1,5,4,5,5,3,5,9,4,4,4,9,3,3,5,3,4,만족
141,2021,1,3,4,1,4,1,7,1,1,1,4,3,Y,4,7,2,4,1000000,2,500000,0,14,전라남도,3,Y,Y,N,Y,N,1,11,1,5,4,3,5,3,3,3,4,9,4,4,4,4,4,만족
142,2021,1,6,4,2,4,1,4,1,1,1,4,3,Y,5,6,2,0,300000,2,150000,0,16,경상남도,0,N,N,N,N,Y,1,14,11,9,9,2,3,9,9,9,4,9,3,2,3,4,3,만족
143,2021,1,5,4,2,4,1,3,1,2,1,5,3,Y,4,10,3,0,105000,1,105000,0,3,대구광역시,0,N,N,N,N,Y,1,13,0,3,3,3,4,4,4,4,4,4,3,4,3,4,4,만족
144,2021,1,3,4,1,4,1,4,1,1,1,4,3,Y,4,11,3,0,20000,1,20000,0,1,서울특별시,0,N,N,N,N,Y,1,4,0,3,3,3,4,3,3,3,3,3,3,3,3,3,3,보통
145,2021,2,2,4,1,4,1,4,1,1,1,2,4,Y,4,11,3,0,140000,2,70000,0,1,서울특별시,0,N,Y,N,N,N,5,1,5,4,4,4,5,5,5,4,5,5,4,5,5,4,4,매우만족
146,2021,2,4,4,2,4,1,3,1,1,1,4,4,Y,4,6,2,0,49500,1,49500,0,9,경기도,0,Y,N,N,N,Y,1,13,1,5,9,5,5,9,9,5,9,5,4,5,3,3,3,보통
147,2021,2,2,4,1,4,1,3,1,1,1,3,3,Y,4,8,2,0,96250,1,96250,0,12,충청남도,0,Y,N,N,N,N,1,5,11,4,5,4,4,3,4,4,5,4,9,4,4,4,4,만족
148,2021,1,3,4,1,4,1,3,1,1,1,5,3,N,5,9,3,0,70000,1,70000,0,8,세종특별자치시,0,Y,Y,N,N,N,1,2,7,5,4,4,4,3,4,4,4,4,4,5,4,4,4,만족
149,2021,1,3,4,2,4,1,3,1,1,1,4,4,N,1,8,2,0,162000,2,81000,0,12,충청남도,0,Y,Y,N,N,N,1,2,3,4,4,5,4,4,5,4,4,4,3,4,4,4,4,만족
150,2021,1,5,3,4,4,1,4,1,1,1,4,4,Y,4,3,1,0,30000,1,30000,0,1,서울특별시,0,N,N,N,N,Y,5,10,11,9,9,4,4,9,9,9,9,5,4,4,4,4,4,만족
151,2021,1,5,3,2,4,3,7,3,2,1,4,4,N,1,10,3,1,202000,1,202000,0,11,충청북도,2,Y,N,Y,N,N,1,14,0,9,9,4,3,9,3,4,4,9,4,4,3,4,3,만족
152,2021,1,3,4,1,5,1,2,1,1,1,3,2,Y,4,9,3,0,150000,2,75000,0,14,전라남도,0,Y,N,Y,N,N,1,4,14,3,4,3,5,9,9,3,3,9,3,3,3,3,3,보통
153,2021,2,4,4,2,5,1,3,1,1,1,4,4,N,5,2,4,0,65000,4,16250,0,13,전라북도,0,Y,Y,N,N,N,1,2,4,5,9,5,5,9,5,5,5,9,5,5,4,5,5,매우만족
154,2021,1,3,4,1,5,1,3,1,1,1,4,3,N,1,1,4,0,134200,2,67100,0,14,전라남도,0,Y,Y,N,Y,N,1,2,12,5,9,5,5,9,5,5,5,9,5,5,4,4,4,만족
155,2021,1,3,4,2,5,1,2,1,1,1,4,3,Y,3,7,2,0,150000,3,50000,0,14,전라남도,0,Y,Y,N,Y,N,3,5,6,4,4,3,4,5,9,5,4,9,5,5,5,4,4,매우만족
156,2021,1,5,4,2,5,1,3,1,1,1,4,3,Y,2,1,4,1,290000,4,72500,0,14,전라남도,0,Y,N,N,Y,Y,1,11,9,3,4,3,3,9,9,3,4,9,3,3,3,3,3,보통
157,2021,1,4,4,2,5,1,3,1,1,1,4,3,Y,4,2,4,1,437000,2,218500,0,2,부산광역시,0,Y,Y,N,Y,Y,1,12,1,4,4,4,3,9,4,5,4,9,3,4,4,4,4,만족
158,2021,1,3,4,2,5,1,3,1,1,1,3,3,Y,4,3,1,0,190000,2,95000,0,13,전라북도,0,Y,Y,N,N,Y,1,11,8,4,5,4,5,4,9,4,4,9,4,5,4,4,4,만족
159,2021,1,3,4,2,5,1,3,1,2,1,3,3,N,5,8,2,0,50000,1,50000,0,14,전라남도,0,Y,Y,N,N,N,1,3,1,4,9,4,5,9,4,4,4,9,4,4,4,4,4,만족
160,2021,1,4,4,2,5,1,5,1,2,1,5,3,Y,4,10,3,0,299997,3,99999,0,14,전라남도,0,Y,Y,Y,N,N,1,4,2,5,9,4,5,9,4,4,5,4,4,5,4,4,4,만족
161,2021,2,3,4,2,5,3,4,3,2,1,4,3,Y,4,6,2,0,1065000,1,1065000,0,1,서울특별시,0,N,Y,N,N,N,1,15,0,9,9,5,5,5,9,5,9,9,9,9,5,5,5,매우만족
162,2021,1,5,4,1,5,1,2,1,1,1,4,3,Y,4,3,1,0,110000,1,110000,0,9,경기도,0,N,N,N,N,Y,2,13,0,5,4,5,4,3,4,5,4,5,5,5,4,4,4,만족
163,2021,1,4,4,2,5,1,3,1,1,1,5,3,Y,4,8,2,0,200000,2,100000,0,13,전라북도,0,Y,N,N,Y,N,1,1,8,4,5,5,4,9,5,4,5,4,4,5,4,4,4,만족
164,2021,2,3,4,2,5,1,3,1,2,1,3,3,Y,4,8,2,1,930003,3,310001,0,2,부산광역시,2,Y,Y,N,N,N,1,14,1,5,4,3,4,9,5,4,4,5,4,3,4,4,4,만족
165,2021,2,5,3,2,5,3,5,3,2,1,5,3,Y,4,1,4,0,50000,2,25000,0,13,전라북도,0,Y,N,N,N,N,1,4,14,4,4,4,4,9,4,4,4,9,4,4,4,3,3,만족
166,2021,1,5,4,2,6,1,1,1,1,1,6,4,Y,4,1,4,0,150000,2,75000,0,12,충청남도,0,N,Y,N,Y,Y,1,13,2,4,4,5,4,9,4,5,4,4,5,4,3,4,4,만족
167,2021,1,5,3,4,6,3,7,3,1,1,3,2,Y,4,7,2,0,70000,1,70000,0,11,충청북도,0,Y,Y,N,Y,Y,1,5,4,3,4,3,3,9,3,4,3,3,4,4,3,3,3,보통
168,2021,1,3,4,1,6,1,3,1,1,1,3,2,N,1,10,3,0,75500,1,75500,0,13,전라북도,0,Y,N,N,Y,N,1,2,1,4,4,3,4,4,3,3,4,9,3,3,4,4,4,만족
169,2021,1,5,4,4,6,1,3,1,1,1,4,3,Y,4,10,3,0,70000,1,70000,0,8,세종특별자치시,0,Y,Y,N,N,N,1,9,3,3,4,3,4,3,3,4,9,4,2,2,3,2,2,불만족
170,2021,1,6,4,4,6,1,3,1,1,1,3,2,Y,4,6,2,0,50000,1,50000,0,9,경기도,0,Y,N,N,N,N,1,9,0,4,9,3,3,9,9,4,3,9,4,4,2,2,2,불만족
171,2021,1,3,4,1,6,1,2,1,1,1,3,3,Y,4,6,2,0,100000,1,100000,0,4,인천광역시,0,Y,Y,N,Y,N,1,8,1,3,4,5,4,3,4,5,5,4,5,4,4,3,3,만족
172,2021,1,5,3,4,6,3,7,3,1,1,3,2,Y,4,4,1,0,81000,1,81000,0,11,충청북도,0,N,Y,N,Y,Y,1,3,1,3,3,2,2,3,3,4,4,4,4,3,3,4,3,만족
173,2021,2,2,4,2,6,1,4,1,1,1,3,4,Y,4,3,1,0,100000,2,50000,0,8,세종특별자치시,0,Y,N,N,N,N,1,5,9,4,9,5,5,4,5,5,5,9,5,5,4,4,4,만족
174,2021,1,3,4,2,6,1,3,1,1,1,5,3,N,5,9,3,0,50000,1,50000,0,8,세종특별자치시,0,Y,Y,N,N,N,1,4,14,5,9,3,4,9,9,9,9,9,4,3,3,4,4,만족
175,2021,1,3,4,1,6,1,3,1,1,1,3,2,N,1,11,3,0,84000,1,84000,0,13,전라북도,0,Y,Y,N,Y,N,1,1,2,4,4,4,4,3,3,4,4,9,3,3,4,4,4,만족
176,2021,2,4,4,2,6,1,3,1,1,1,3,4,N,5,7,2,0,30000,2,15000,0,8,세종특별자치시,0,Y,Y,N,N,N,1,5,2,5,9,5,5,9,5,5,5,9,4,5,4,4,4,만족
177,2021,1,4,4,2,6,1,3,1,1,1,5,3,Y,3,1,4,1,300000,2,150000,0,11,충청북도,12,N,N,N,N,Y,1,13,0,9,9,5,4,9,9,9,9,9,9,9,4,4,4,만족
178,2021,1,3,4,2,6,1,3,1,1,1,4,3,Y,1,1,4,0,150000,2,75000,0,12,충청남도,0,N,N,N,N,Y,1,13,0,9,9,5,5,9,9,9,9,9,9,9,4,4,4,만족
179,2021,2,3,4,2,6,1,3,1,1,1,3,3,Y,4,3,1,0,120000,1,120000,0,12,충청남도,0,Y,Y,N,N,N,1,2,8,5,4,4,4,9,4,4,4,9,4,4,4,4,4,만족
180,2021,1,3,4,2,6,1,3,1,1,1,5,3,N,5,1,4,0,30000,1,30000,0,11,충청북도,0,Y,Y,N,Y,N,1,8,13,5,4,4,4,4,5,4,4,9,4,4,4,4,4,만족
181,2021,1,5,4,2,6,1,2,1,1,1,4,4,N,5,3,1,0,200000,4,50000,0,1,서울특별시,0,Y,Y,Y,N,N,1,15,1,5,9,4,4,9,9,3,4,5,4,4,4,5,4,매우만족
182,2021,1,4,4,2,6,1,8,1,1,1,4,3,Y,4,3,1,0,45000,1,45000,0,11,충청북도,0,N,Y,N,N,Y,1,5,4,2,1,2,3,9,9,3,2,9,2,2,3,2,2,불만족
183,2021,1,2,4,1,6,1,3,1,2,1,3,3,Y,4,11,3,0,150000,2,75000,0,9,경기도,0,N,Y,N,N,Y,1,3,5,2,9,2,2,5,9,4,2,9,3,3,4,3,3,만족
184,2021,1,6,4,2,6,3,7,3,2,1,4,3,N,1,1,4,0,50000,1,50000,0,12,충청남도,0,Y,Y,N,N,N,1,5,8,5,9,5,5,5,4,4,9,9,5,4,4,4,4,만족
185,2021,1,3,4,2,6,1,3,1,1,1,6,3,Y,4,1,4,0,73667,1,73667,0,11,충청북도,0,N,N,N,N,Y,1,13,0,5,9,5,5,9,9,5,5,9,4,5,4,4,4,만족
186,2021,1,5,4,2,6,1,1,1,1,1,6,4,Y,4,1,4,0,80000,2,40000,0,12,충청남도,0,Y,Y,N,N,N,1,2,8,5,9,5,4,9,4,4,9,9,4,5,4,4,4,만족
187,2021,1,3,4,1,6,1,3,1,1,1,3,2,N,1,4,1,0,28500,1,28500,0,13,전라북도,0,Y,Y,N,N,N,1,1,4,5,9,4,4,9,4,4,4,9,4,4,5,5,5,매우만족
188,2021,1,3,4,1,6,1,3,1,1,1,3,2,N,2,5,1,0,164000,1,164000,0,13,전라북도,0,Y,Y,N,Y,N,1,1,12,5,9,4,5,4,5,4,4,9,5,4,4,4,4,만족
189,2021,1,3,4,1,7,1,3,1,1,1,3,3,Y,4,4,1,0,54750,1,54750,0,16,경상남도,0,Y,N,N,Y,N,1,5,11,5,5,4,4,9,4,4,9,9,4,4,4,5,4,매우만족
190,2021,2,5,4,2,7,1,3,1,1,1,5,4,Y,4,5,1,0,25000,1,25000,0,2,부산광역시,0,N,Y,N,N,N,1,13,0,3,3,4,4,4,4,4,4,3,3,3,3,4,4,만족
191,2021,2,3,4,2,7,1,3,1,2,1,3,4,Y,4,6,2,0,231500,1,231500,0,2,부산광역시,0,N,Y,N,N,Y,5,5,7,9,9,5,9,5,5,5,5,9,5,5,5,5,5,매우만족
192,2021,1,3,4,1,7,1,8,1,1,1,3,4,Y,4,10,3,0,115002,3,38334,0,16,경상남도,0,N,Y,N,N,Y,1,5,14,5,9,5,5,9,5,5,5,9,5,5,5,5,5,매우만족
193,2021,2,5,4,2,7,1,5,1,1,1,3,4,Y,4,1,4,0,134500,1,134500,0,2,부산광역시,0,N,Y,N,N,Y,5,5,7,9,9,5,5,5,5,5,9,9,5,5,5,5,5,매우만족
194,2021,2,3,4,1,7,1,3,1,1,1,3,3,Y,4,2,4,2,610000,2,305000,0,17,제주특별자치도,0,Y,Y,Y,Y,N,3,1,2,5,5,4,5,9,4,4,5,9,4,4,4,4,4,만족
195,2021,1,5,3,2,7,1,7,1,1,1,5,3,Y,4,6,2,0,140000,1,140000,0,15,경상북도,0,Y,N,N,N,Y,1,1,2,3,4,4,4,4,5,4,3,4,4,3,4,3,4,만족
196,2021,1,4,4,2,7,1,3,1,1,1,6,3,Y,4,10,3,0,75000,2,37500,0,2,부산광역시,0,N,Y,N,N,N,1,9,11,4,9,4,4,9,4,3,4,9,9,4,4,4,3,만족
197,2021,1,5,4,2,7,1,3,1,1,1,7,4,Y,4,12,4,0,120000,2,60000,0,2,부산광역시,0,N,N,N,N,N,1,1,13,4,3,4,4,3,4,4,4,3,4,4,4,4,4,만족
198,2021,1,4,4,2,7,1,3,1,1,1,7,4,Y,4,12,4,0,80000,2,40000,0,2,부산광역시,0,N,N,N,N,Y,1,2,1,4,4,4,4,3,4,3,4,5,3,4,4,4,4,만족
199,2021,1,5,3,4,7,3,7,3,2,1,3,2,Y,4,6,2,0,63000,1,63000,0,15,경상북도,0,Y,N,N,Y,Y,1,2,1,5,5,4,4,9,4,4,4,9,4,4,4,4,4,만족
200,2021,1,4,4,2,7,1,3,1,1,1,5,3,Y,4,9,3,0,297003,3,99001,0,14,전라남도,0,N,Y,N,Y,Y,1,10,13,4,4,4,5,4,5,5,5,5,5,5,4,4,4,만족
201,2021,1,3,4,1,7,1,3,1,1,1,4,3,Y,4,2,4,1,330000,1,330000,0,1,서울특별시,2,N,Y,N,N,N,2,13,0,4,9,4,4,4,4,4,9,9,4,4,4,4,4,만족
202,2021,1,3,4,1,7,1,3,1,1,1,3,3,Y,4,4,1,0,50000,1,50000,0,16,경상남도,0,N,Y,N,N,N,1,5,2,9,9,5,5,9,9,5,5,9,5,5,5,4,4,매우만족
203,2021,1,5,4,2,7,1,3,1,1,1,6,3,Y,4,5,1,0,100000,1,100000,0,6,대전광역시,0,N,Y,N,Y,Y,1,14,11,9,3,4,4,9,4,3,4,4,3,4,4,4,4,만족
204,2021,1,3,4,2,7,1,3,1,1,1,5,3,Y,4,9,3,0,101000,2,50500,0,2,부산광역시,0,N,Y,N,N,N,1,15,0,9,9,3,4,3,4,4,4,4,4,4,4,4,4,만족
205,2021,1,3,4,1,7,1,3,1,2,1,3,2,Y,4,11,3,0,100000,2,50000,0,2,부산광역시,0,N,Y,N,N,Y,1,13,4,9,9,3,4,3,4,4,4,4,4,4,4,4,4,만족
206,2021,1,4,4,2,7,1,3,1,1,1,5,3,Y,4,6,2,0,351000,1,351000,0,2,부산광역시,0,N,Y,N,N,Y,1,1,4,9,9,5,4,5,5,5,5,9,4,4,5,4,4,매우만족
207,2021,1,3,4,2,7,1,3,1,1,1,4,2,Y,4,1,4,1,285000,1,285000,0,4,인천광역시,2,Y,N,N,N,Y,1,1,5,4,9,4,5,9,4,4,4,9,3,4,4,4,4,만족
208,2021,1,4,4,1,7,1,3,1,1,1,5,3,Y,4,7,2,1,200000,2,100000,0,2,부산광역시,9,Y,N,N,N,N,1,6,5,5,4,4,4,5,4,5,4,4,5,5,4,4,4,만족
209,2021,1,4,4,2,7,1,3,1,1,1,4,3,Y,4,3,1,0,50700,1,50700,0,2,부산광역시,0,N,Y,N,N,Y,1,5,9,4,9,4,5,9,9,4,4,9,4,3,4,4,3,만족
210,2021,1,4,4,2,7,1,3,1,1,1,4,3,Y,4,4,1,1,205000,1,205000,0,2,부산광역시,1,Y,Y,N,N,Y,1,5,2,4,4,4,5,9,4,4,4,9,4,4,4,4,4,만족
211,2021,1,5,4,2,7,1,3,1,1,1,5,4,Y,4,5,1,1,170000,1,170000,0,1,서울특별시,1,Y,Y,N,N,N,2,5,0,4,9,3,4,9,4,4,4,9,3,3,4,4,3,만족
212,2021,1,3,4,1,7,1,3,1,1,1,4,3,Y,4,7,2,1,317000,2,158500,0,15,경상북도,9,Y,N,N,N,N,1,9,5,5,9,4,5,4,5,5,4,5,5,4,4,5,4,매우만족
213,2021,1,4,4,2,7,1,7,1,1,1,4,3,Y,4,7,2,0,75000,2,37500,0,15,경상북도,0,Y,N,N,N,N,1,1,5,5,9,4,5,9,5,4,5,9,4,5,4,5,4,매우만족
214,2021,1,4,4,2,7,1,3,1,1,1,4,3,Y,4,8,2,0,30000,1,30000,0,2,부산광역시,0,N,N,N,N,Y,1,11,0,3,3,3,4,9,3,4,4,9,3,3,3,4,3,만족
215,2021,1,3,4,1,7,1,3,1,1,1,4,4,Y,4,1,4,0,101000,2,50500,0,16,경상남도,0,N,Y,N,Y,N,1,5,2,4,4,4,4,9,4,4,4,9,4,5,4,4,4,만족
216,2021,1,4,4,2,7,1,3,1,1,1,4,4,Y,4,12,4,0,27000,1,27000,0,16,경상남도,0,N,N,N,N,Y,1,11,0,3,3,4,4,9,3,4,4,9,4,4,3,3,3,보통
217,2021,1,3,4,1,7,1,5,1,1,1,3,3,Y,4,3,1,0,105000,4,26250,0,2,부산광역시,0,Y,N,N,Y,Y,1,9,4,5,4,5,5,5,4,5,5,5,5,5,4,4,4,만족
218,2021,1,5,4,2,7,1,3,1,1,1,7,4,Y,4,4,1,0,110000,1,110000,0,3,대구광역시,0,N,Y,N,N,Y,1,9,4,4,4,4,4,9,9,4,4,9,4,4,4,4,4,만족
219,2021,2,4,4,2,7,1,3,1,2,1,4,4,Y,4,12,4,0,100000,2,50000,0,2,부산광역시,0,Y,Y,N,Y,Y,1,8,2,4,9,3,3,9,4,4,4,4,3,3,4,4,4,만족
220,2021,1,3,4,1,7,1,3,1,1,1,3,2,Y,4,2,4,0,70500,1,70500,0,16,경상남도,0,N,Y,N,N,N,1,4,9,4,9,4,5,4,4,4,4,9,4,4,4,3,3,만족
221,2021,1,4,4,2,7,1,4,1,2,1,3,2,Y,4,3,1,0,101000,4,25250,0,3,대구광역시,0,N,N,N,N,Y,1,11,5,5,4,5,5,4,5,5,5,5,4,5,4,4,4,만족
222,2021,1,3,4,1,7,1,3,1,1,1,4,3,Y,4,7,2,0,50000,2,25000,0,16,경상남도,0,N,N,N,N,N,1,4,11,5,4,4,5,4,4,4,5,4,4,4,4,4,4,만족
223,2021,1,5,4,2,7,1,7,1,1,1,6,3,Y,4,11,3,0,60000,1,60000,0,2,부산광역시,0,N,N,N,N,Y,1,13,0,3,3,4,4,4,3,3,4,3,3,3,3,3,4,만족
224,2021,1,3,4,2,7,1,3,1,2,1,3,3,Y,4,11,3,0,15000,1,15000,0,16,경상남도,0,N,N,N,N,N,1,15,0,3,3,4,3,9,9,4,4,9,4,4,3,4,3,만족
225,2021,1,4,4,2,8,1,8,1,2,1,4,3,Y,4,4,1,0,44500,1,44500,0,12,충청남도,0,Y,N,N,Y,N,1,5,3,4,5,4,5,4,4,5,3,3,4,4,4,4,4,만족
226,2021,1,4,4,2,8,1,3,1,1,1,5,3,N,5,7,2,0,70000,1,70000,0,13,전라북도,0,Y,Y,N,N,N,1,14,6,5,9,4,4,9,4,4,4,9,4,4,5,4,4,매우만족
227,2021,1,3,4,2,8,1,3,1,1,1,3,2,Y,4,7,2,0,50000,1,50000,0,12,충청남도,0,Y,Y,N,Y,N,1,5,4,4,9,4,3,9,4,4,4,9,3,3,5,5,4,매우만족
228,2021,1,5,3,2,8,3,7,3,2,1,6,4,Y,4,4,1,0,50000,1,50000,0,12,충청남도,0,N,Y,N,N,N,1,15,0,5,9,5,4,9,9,9,9,9,9,9,4,4,4,만족
229,2021,1,2,4,1,8,1,3,1,1,1,4,3,Y,4,5,1,0,70000,1,70000,0,4,인천광역시,0,Y,Y,N,N,N,1,4,5,4,4,4,5,9,4,4,4,9,4,4,4,4,4,만족
230,2021,1,4,4,2,8,1,3,1,1,1,4,3,N,5,7,2,0,50000,1,50000,0,11,충청북도,0,Y,Y,N,N,N,1,6,5,4,9,4,3,9,4,4,4,9,3,3,5,5,4,매우만족
231,2021,1,5,4,2,8,1,3,1,1,1,3,3,Y,4,10,3,0,198000,2,99000,0,9,경기도,0,Y,Y,N,N,N,1,7,0,4,9,5,3,4,4,5,4,9,4,4,4,4,4,만족
232,2021,1,5,4,2,8,2,1,2,2,1,7,4,N,1,6,2,0,195000,1,195000,0,6,대전광역시,0,Y,Y,Y,N,N,1,14,3,4,3,5,4,4,5,4,4,4,5,4,5,4,4,매우만족
233,2021,1,3,4,2,8,1,4,1,2,1,4,2,Y,4,4,1,0,39500,1,39500,0,11,충청북도,0,Y,Y,N,N,N,1,1,4,4,5,4,5,3,4,5,4,5,3,3,4,4,4,만족
234,2021,1,4,4,2,8,1,3,1,1,1,4,3,N,1,1,4,0,175000,4,43750,0,12,충청남도,0,Y,Y,N,Y,N,1,1,13,4,5,4,4,9,4,4,4,9,4,4,4,4,4,만족
235,2021,1,3,4,1,8,1,2,1,1,1,4,4,Y,4,5,1,0,250000,1,250000,0,1,서울특별시,0,N,Y,N,N,N,2,7,5,9,9,3,3,5,9,9,9,9,3,3,4,3,3,만족
236,2021,1,3,4,2,8,1,3,1,1,1,4,2,Y,1,8,2,1,574998,3,191666,0,12,충청남도,3,Y,Y,N,N,N,1,14,6,4,9,4,3,9,4,4,4,9,4,4,5,4,4,매우만족
237,2021,1,3,4,2,8,1,2,1,1,1,5,3,N,2,5,1,1,166668,1,166668,1,10,강원도,4,Y,Y,Y,Y,N,1,4,5,4,9,5,5,5,5,5,5,9,5,5,4,4,4,만족
238,2021,1,4,4,2,8,1,3,1,1,1,5,4,Y,4,4,1,0,67500,1,67500,0,12,충청남도,0,Y,N,N,N,Y,1,14,1,4,9,5,4,9,4,4,3,5,2,3,4,4,4,만족
239,2021,2,5,4,2,8,3,2,3,1,1,4,4,Y,4,6,2,0,60000,2,30000,0,6,대전광역시,0,N,Y,N,N,N,1,7,8,4,4,5,4,5,4,4,5,4,4,5,4,4,3,만족
240,2021,1,3,4,2,9,1,3,1,1,1,5,4,Y,4,1,4,1,420000,2,210000,0,15,경상북도,2,Y,Y,N,N,N,1,15,0,4,9,4,4,9,9,4,4,9,3,4,4,4,4,만족
241,2021,1,3,4,2,9,2,4,2,2,1,5,4,Y,4,11,3,1,300000,1,300000,0,2,부산광역시,1,Y,Y,N,N,N,1,15,0,4,9,4,4,9,4,4,4,9,2,3,4,4,4,만족
242,2021,1,3,4,1,9,1,3,1,1,1,3,3,Y,4,2,4,0,150000,1,150000,0,2,부산광역시,0,N,Y,N,Y,N,1,5,0,9,9,3,4,9,9,4,4,9,3,4,4,4,4,만족
243,2021,1,5,4,1,9,3,4,3,2,1,4,3,Y,4,12,4,2,600000,1,600000,0,17,제주특별자치도,1,Y,Y,N,Y,Y,3,6,13,4,4,4,4,4,4,4,4,4,2,3,4,4,4,만족
244,2021,1,5,4,1,9,2,7,2,2,1,4,3,Y,4,4,1,0,70000,1,70000,0,4,인천광역시,0,Y,Y,N,N,N,1,3,9,4,3,4,3,9,4,4,5,4,4,5,4,4,4,만족
245,2021,1,5,4,2,9,3,5,3,2,1,7,4,Y,4,3,1,0,30000,1,30000,0,9,경기도,0,Y,Y,N,N,N,1,11,4,5,9,5,4,5,9,5,4,5,9,5,4,4,4,만족
246,2021,1,2,4,1,9,1,4,1,1,1,3,4,Y,1,11,3,1,500000,5,100000,0,9,경기도,6,Y,N,N,N,N,1,4,3,4,4,4,4,9,4,4,4,9,4,4,4,4,4,만족
247,2021,1,3,4,1,9,1,3,1,1,1,3,3,Y,4,12,4,0,30000,1,30000,0,1,서울특별시,0,Y,N,N,N,N,1,4,3,5,4,5,5,4,5,5,4,4,5,5,5,4,4,매우만족
